trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
194,False,"{'a': 0.5, 'e': 0.9251475365964139}",25,4,-91.65691890839256,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 1}",1
195,False,"{'a': 0.5, 'e': 0.9938869900344416}",20,0,-75.63567668808884,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
196,False,"{'a': 0.5, 'e': 0.8192882452914593}",20,0,-20.628057916465423,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
197,False,"{'a': 0.5, 'e': 0.4440991644246522}",20,0,7.279824276233606,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
198,False,"{'a': 0.5, 'e': 0.0398208803931389}",25,14,23.104968002537824,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.5, 'e': 0.5139913848889341}",20,4,31.43855391611104,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.5, 'e': 0.862318872287684}",30,0,-156.5210410872164,"{0: 19, 1: 1, 2: 7, 3: 1, 4: 2}",0
201,False,"{'a': 0.5, 'e': 0.9995206253283515}",25,0,-97.90354151081816,"{0: 17, 1: 3, 2: 2, 3: 2, 4: 1}",0
202,False,"{'a': 0.5, 'e': 0.8920048697881602}",20,0,-181.46344256077757,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 4}",0
203,False,"{'a': 0.5, 'e': 0.5660952123664124}",20,0,-135.16605279039854,"{0: 13, 1: 0, 2: 3, 3: 2, 4: 2}",0
204,False,"{'a': 0.5, 'e': 0.10158570369662134}",25,14,22.911611738213303,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.5, 'e': 0.3877955281633778}",25,11,0.004851464152064056,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
206,False,"{'a': 0.5, 'e': 0.782230889887116}",25,0,-90.24847734528497,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
207,False,"{'a': 0.5, 'e': 0.9851488485104646}",25,0,-15.207713764665542,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",0
208,False,"{'a': 0.5, 'e': 0.9468680107512126}",30,15,-29.536800134317488,"{0: 10, 1: 1, 2: 4, 3: 0, 4: 0}",1
209,False,"{'a': 0.5, 'e': 0.6767608607837156}",25,0,-108.10549665940754,"{0: 16, 1: 4, 2: 3, 3: 0, 4: 2}",0
